Date/Time,Totalizer (Liters),Consumption (Liters),Building,Source File,Hour,DayOfWeek,anomaly
2025-05-19 14:45:00,260988.766,113.0780000000086,ATTF,Packet-2025-06-09-23-33.csv,14,0,-1
2025-05-19 15:45:00,261203.156,214.38999999998487,ATTF,Packet-2025-06-09-23-33.csv,15,0,-1
2025-05-19 16:45:00,261368.469,165.31300000002375,ATTF,Packet-2025-06-09-23-33.csv,16,0,-1
2025-05-19 16:46:00,138149.781,102.25,ATTD,Packet-2025-06-09-23-33.csv,16,0,-1
2025-05-19 18:15:00,103720.008,88.88300000000163,BTTD,Packet-2025-06-09-23-33.csv,18,0,-1
2025-05-19 18:15:00,261569.75,201.28099999998813,ATTF,Packet-2025-06-09-23-33.csv,18,0,-1
2025-05-19 19:04:00,53589.781,100.20300000000134,AGFF,Packet-2025-06-09-23-33.csv,19,0,-1
2025-05-19 19:16:00,138313.672,163.89100000000326,ATTD,Packet-2025-06-09-23-33.csv,19,0,-1
2025-05-19 23:32:00,22301.564,80.48799999999756,AGMF,Packet-2025-06-09-23-33.csv,23,0,-1
2025-05-20 00:15:00,261704.641,74.14100000000326,ATTF,Packet-2025-06-09-23-33.csv,0,1,-1
2025-05-20 07:15:00,103952.516,150.1180000000022,BTTD,Packet-2025-06-09-23-33.csv,7,1,-1
2025-05-20 08:46:00,138636.25,255.9839999999968,ATTD,Packet-2025-06-09-23-33.csv,8,1,-1
2025-05-20 10:15:00,104604.891,644.7189999999973,BTTD,Packet-2025-06-09-23-33.csv,10,1,-1
2025-05-20 10:15:00,262351.188,399.954000000027,ATTF,Packet-2025-06-09-23-33.csv,10,1,-1
2025-05-20 10:46:00,138911.844,247.0470000000205,ATTD,Packet-2025-06-09-23-33.csv,10,1,-1
2025-05-20 11:45:00,104793.375,164.31299999999464,BTTD,Packet-2025-06-09-23-33.csv,11,1,-1
2025-05-20 11:45:00,262606.688,247.4690000000409,ATTF,Packet-2025-06-09-23-33.csv,11,1,-1
2025-05-20 13:15:00,262935.438,328.75,ATTF,Packet-2025-06-09-23-33.csv,13,1,-1
2025-05-20 15:45:00,105191.156,135.25,BTTD,Packet-2025-06-09-23-33.csv,15,1,-1
2025-05-20 17:45:00,263512.875,131.18699999997625,ATTF,Packet-2025-06-09-23-33.csv,17,1,-1
2025-05-20 17:45:00,105420.609,118.91399999998976,BTTD,Packet-2025-06-09-23-33.csv,17,1,-1
2025-05-20 19:45:00,105521.164,100.55500000000757,BTTD,Packet-2025-06-09-23-33.csv,19,1,-1
2025-05-20 19:46:00,139505.047,199.65599999998813,ATTD,Packet-2025-06-09-23-33.csv,19,1,-1
2025-05-21 07:46:00,139782.812,169.5780000000086,ATTD,Packet-2025-06-09-23-33.csv,7,2,-1
2025-05-21 08:45:00,106206.086,394.1330000000016,BTTD,Packet-2025-06-09-23-33.csv,8,2,-1
2025-05-21 09:46:00,140055.891,273.0789999999979,ATTD,Packet-2025-06-09-23-33.csv,9,2,-1
2025-05-21 11:15:00,106588.766,382.6800000000076,BTTD,Packet-2025-06-09-23-33.csv,11,2,-1
2025-05-21 11:15:00,264519.594,513.3439999999828,ATTF,Packet-2025-06-09-23-33.csv,11,2,-1
2025-05-21 12:16:00,140289.781,187.6089999999968,ATTD,Packet-2025-06-09-23-33.csv,12,2,-1
2025-05-21 13:45:00,265110.906,591.3120000000345,ATTF,Packet-2025-06-09-23-33.csv,13,2,-1
2025-05-21 13:45:00,106812.805,224.03899999998976,BTTD,Packet-2025-06-09-23-33.csv,13,2,-1
2025-05-21 16:15:00,107014.492,201.68700000000536,BTTD,Packet-2025-06-09-23-33.csv,16,2,-1
2025-05-21 16:15:00,265499.656,388.75,ATTF,Packet-2025-06-09-23-33.csv,16,2,-1
2025-05-21 18:15:00,107322.437,273.2030000000086,BTTD,Packet-2025-06-09-23-33.csv,18,2,-1
2025-05-21 18:15:00,265836.531,217.84299999999348,ATTF,Packet-2025-06-09-23-33.csv,18,2,-1
2025-05-21 18:16:00,140738.844,189.5160000000033,ATTD,Packet-2025-06-09-23-33.csv,18,2,-1
2025-05-22 00:15:00,265961.313,71.46900000004098,ATTF,Packet-2025-06-09-23-33.csv,0,3,-1
2025-05-22 08:15:00,107729.187,316.84300000000803,BTTD,Packet-2025-06-09-23-33.csv,8,3,-1
2025-05-22 08:15:00,266219.875,202.9689999999828,ATTF,Packet-2025-06-09-23-33.csv,8,3,-1
2025-05-22 08:45:00,107943.141,213.9539999999979,BTTD,Packet-2025-06-09-23-33.csv,8,3,-1
2025-05-22 09:16:00,141228.391,161.06299999999464,ATTD,Packet-2025-06-09-23-33.csv,9,3,-1
2025-05-22 09:45:00,108286.766,237.7660000000033,BTTD,Packet-2025-06-09-23-33.csv,9,3,-1
2025-05-22 09:45:00,266593.688,169.31300000002375,ATTF,Packet-2025-06-09-23-33.csv,9,3,-1
2025-05-22 12:45:00,267660.938,949.844000000041,ATTF,Packet-2025-06-09-23-33.csv,12,3,-1
2025-05-22 12:45:00,108676.859,294.60899999999674,BTTD,Packet-2025-06-09-23-33.csv,12,3,-1
2025-05-22 13:04:00,55141.828,224.0580000000045,AGFF,Packet-2025-06-09-23-33.csv,13,3,-1
2025-05-22 13:16:00,141706.969,250.2820000000065,ATTD,Packet-2025-06-09-23-33.csv,13,3,-1
2025-05-22 15:15:00,268413.875,752.9369999999763,ATTF,Packet-2025-06-09-23-33.csv,15,3,-1
2025-05-22 15:15:00,109111.883,435.0240000000049,BTTD,Packet-2025-06-09-23-33.csv,15,3,-1
2025-05-22 15:46:00,141906.172,199.2029999999795,ATTD,Packet-2025-06-09-23-33.csv,15,3,-1
2025-05-22 16:34:00,55335.434,149.97299999999814,AGFF,Packet-2025-06-09-23-33.csv,16,3,-1
2025-05-22 17:45:00,269095.531,681.6560000000172,ATTF,Packet-2025-06-09-23-33.csv,17,3,-1
2025-05-22 17:45:00,109456.109,344.2259999999951,BTTD,Packet-2025-06-09-23-33.csv,17,3,-1
2025-05-22 18:00:00,17932.611,180.45700000000213,A2MFF,Packet-2025-06-09-23-33.csv,18,3,-1
2025-05-22 18:15:00,269211.375,115.84399999998276,ATTF,Packet-2025-06-09-23-33.csv,18,3,-1
